id,text,likes,comments
#Bristruth25691,the best part about being the only veganvegetarian in your flate noone steels your food,21,8
#Bristruth25647,i have a disability that has an impact on my coordination but id like to join a sport or something what ones are friendly enough to welcome someone like me,5,5
#Bristruth25645,ok plz help me settle a flat debate heart react eggs in the fridge like react eggs on the countertop,484,26
#Bristruth25607,as someone who is popular i find it difficult to talk to anyone who is willing to give me the time of day to actually know i am mentally struggling and am screaming for help what do i do,11,4
#Bristruth25603,can any 2nd or 3rd years give an honest review of digs were looking for houses and lots of people have said avoid digs,18,28
#Bristruth25600,where is really good for a night out in bris looking for house musictechnobaseline nights,0,0
#Bristruth25592,mugged thats what i feel a night that would be a high point of my first year churchill choose to have winter formals twice on two different days due to expected high numbers and then go and cancel one of them because not enough tickets were bought and they choose to inform us after the deadline to buy tickets for the second day available bro not even mad just upset,8,2
#Bristruth25573,woke up early today so i could get a head start on being stressed,151,23
#Bristruth25558,i love spoons but for once id like to order a pitcher without spending each sip wondering if they forgot to add the alcohol  or maybe im just an alcoholic,59,15
#Bristruth25529,on the 12th day of christmas my uni gave to me 12 mental breakdowns 11 years of debt 10 essay deadlines 9 straight allnighters 8 loads of laundry 7 cups of coffee 6 presentations 5 migraines 4 discussions 3 quizzes 2 hours of sleep and 1 week to do it all,535,85
#Bristruth25518,did i go out tonight no did i do my lab report no did i finish updating my cv no  did i stay in bed alone and listen to 4 decades of love songs possibly  can someone please love me but like in the 80s,171,38
#Bristruth25506,how am i meant to get a biology degree when i cant even keep my house plants alive,77,74
#Bristruth25494,did the 10 before 10 with a flatmate and a couple of others flatmate threw up on the table in the pub after finishing the 10 some genius convinced him to have another 2 to make up for it finished by 930 flatmate took a demonic shit in someones elses toilet in the flat didnt flush or wipe his batty and stunk out the entire corridor 1010 would do again,77,37
